resource,lifecycle_transition,activity,timestamp,case_registration_date,case_id,amount_requested
10910,COMPLETE,W_Afhandelen leads,2011-12-16 13:59:30.278000+00:00,2011-12-16 12:58:34.214000+00:00,194028,5000
10138,COMPLETE,W_Valideren aanvraag,2012-01-11 14:14:45.583000+00:00,2011-12-10 18:04:30.804000+00:00,192635,43000
10881,COMPLETE,A_DECLINED,2011-10-17 09:24:53.402000+00:00,2011-10-17 07:54:14.513000+00:00,177399,18000
10929,SCHEDULE,W_Valideren aanvraag,2011-11-29 20:15:09.328000+00:00,2011-11-13 11:46:25.977000+00:00,184952,9500
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-25 19:58:26.082000+00:00,2012-02-25 19:58:25.967000+00:00,212839,7000
10929,START,W_Nabellen incomplete dossiers,2011-11-17 20:08:09.969000+00:00,2011-10-31 20:23:46.388000+00:00,181163,6900
11002,COMPLETE,W_Completeren aanvraag,2011-12-02 19:20:36.891000+00:00,2011-12-01 23:08:33.733000+00:00,190630,10000
112,SCHEDULE,W_Afhandelen leads,2012-02-23 18:13:29.141000+00:00,2012-02-23 18:12:51.019000+00:00,212247,46627
10931,SCHEDULE,W_Nabellen offertes,2011-11-21 12:15:43.734000+00:00,2011-11-19 09:54:21.123000+00:00,187292,33000
10881,COMPLETE,A_ACCEPTED,2011-10-10 11:04:31.342000+00:00,2011-10-09 00:50:27.184000+00:00,175651,45000
10909,COMPLETE,W_Completeren aanvraag,2012-01-10 16:24:32.725000+00:00,2012-01-10 15:45:28.449000+00:00,199606,10000
11181,COMPLETE,W_Completeren aanvraag,2011-12-28 21:00:05.577000+00:00,2011-12-24 11:21:36.858000+00:00,195485,20000
10972,COMPLETE,A_ACTIVATED,2011-11-14 10:58:05.154000+00:00,2011-10-23 12:14:03.577000+00:00,179188,15000
10899,SCHEDULE,W_Valideren aanvraag,2011-12-15 11:52:23.686000+00:00,2011-11-14 22:38:34.176000+00:00,185388,10000
10881,COMPLETE,W_Nabellen offertes,2012-02-23 09:15:52.904000+00:00,2012-01-21 19:27:29.681000+00:00,202881,5000
11169,COMPLETE,W_Afhandelen leads,2011-11-17 12:30:04.300000+00:00,2011-11-17 11:53:52.043000+00:00,186193,5000
112,SCHEDULE,W_Completeren aanvraag,2011-12-12 15:09:09.990000+00:00,2011-12-12 15:08:31.383000+00:00,192969,15000
10138,COMPLETE,A_APPROVED,2011-11-02 08:54:45.173000+00:00,2011-10-26 11:05:25.232000+00:00,179935,9000
10910,START,W_Completeren aanvraag,2011-12-06 14:54:46.229000+00:00,2011-12-06 14:53:54.007000+00:00,191683,30000
10910,START,W_Nabellen offertes,2011-12-06 10:48:46.769000+00:00,2011-11-19 15:34:47.434000+00:00,187379,5000
11304,START,W_Beoordelen fraude,2012-03-01 08:52:39.197000+00:00,2012-02-28 19:42:03.756000+00:00,213846,50000
10982,COMPLETE,W_Nabellen offertes,2011-12-31 12:49:47.458000+00:00,2011-12-05 09:49:06.286000+00:00,191266,15000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-14 17:03:35.671000+00:00,2012-02-14 17:03:35.469000+00:00,209395,21000
11119,COMPLETE,A_FINALIZED,2011-11-16 19:46:28.633000+00:00,2011-10-28 14:43:17.326000+00:00,180535,7800
11122,START,W_Completeren aanvraag,2011-12-27 20:31:20.496000+00:00,2011-12-27 20:30:11.010000+00:00,195920,15000
,START,W_Completeren aanvraag,2011-10-10 11:38:44.674000+00:00,2011-10-09 15:35:22.126000+00:00,175741,30000
11203,COMPLETE,O_CREATED,2012-02-16 12:21:57.224000+00:00,2012-02-15 22:13:18.716000+00:00,209945,12500
10910,COMPLETE,A_DECLINED,2011-12-01 10:57:17.200000+00:00,2011-12-01 10:34:11.581000+00:00,190366,18000
11121,START,W_Completeren aanvraag,2012-02-17 10:31:01.925000+00:00,2012-02-10 11:31:51.655000+00:00,208049,8000
11122,COMPLETE,W_Nabellen offertes,2012-01-26 20:15:57.890000+00:00,2012-01-17 18:41:25.394000+00:00,201779,25000
11119,COMPLETE,W_Nabellen offertes,2011-12-24 12:15:34.156000+00:00,2011-12-16 15:24:51.492000+00:00,194088,5000
11179,START,W_Afhandelen leads,2011-12-08 18:59:27.888000+00:00,2011-12-08 16:40:34.080000+00:00,192280,6000
10889,COMPLETE,W_Afhandelen leads,2012-01-23 09:31:12.847000+00:00,2012-01-21 23:31:31.599000+00:00,202911,10000
10609,START,W_Valideren aanvraag,2011-10-28 08:51:06.364000+00:00,2011-10-17 17:11:18.438000+00:00,177582,10000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-14 10:23:11.601000+00:00,2012-02-14 10:23:10.053000+00:00,209215,5000
10929,START,W_Nabellen offertes,2012-01-07 13:43:39.670000+00:00,2012-01-06 12:54:33.190000+00:00,198573,10000
11179,COMPLETE,W_Completeren aanvraag,2011-12-07 13:49:15.115000+00:00,2011-12-07 12:06:57.597000+00:00,191896,6000
11002,START,W_Nabellen incomplete dossiers,2011-12-09 14:34:43.963000+00:00,2011-11-08 20:05:36.162000+00:00,183247,7000
10629,COMPLETE,A_ACTIVATED,2011-12-19 18:29:58.219000+00:00,2011-11-12 16:59:07.705000+00:00,184832,99000
10609,COMPLETE,A_REGISTERED,2011-12-29 08:58:51.383000+00:00,2011-12-13 14:07:52.243000+00:00,193231,10000
10881,COMPLETE,W_Nabellen offertes,2012-02-23 20:48:53.195000+00:00,2012-02-14 09:28:57.172000+00:00,209200,16000
11122,START,W_Completeren aanvraag,2012-02-17 17:42:54.065000+00:00,2012-02-12 11:28:27.298000+00:00,208538,26750
112,SCHEDULE,W_Afhandelen leads,2011-11-22 20:49:42.315000+00:00,2011-11-22 20:49:39.061000+00:00,188212,1500
11122,START,W_Nabellen incomplete dossiers,2011-11-18 20:46:01.985000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000
10933,START,W_Nabellen incomplete dossiers,2012-02-09 19:46:00.829000+00:00,2012-01-31 10:23:36.526000+00:00,205226,5000
10929,COMPLETE,W_Completeren aanvraag,2011-11-16 14:25:47.025000+00:00,2011-11-15 22:34:32.430000+00:00,185731,10000
11122,COMPLETE,W_Nabellen incomplete dossiers,2011-11-04 17:59:26.508000+00:00,2011-10-12 20:17:17.775000+00:00,176566,12000
11181,START,W_Nabellen offertes,2011-10-29 12:56:34.126000+00:00,2011-10-07 16:01:30.177000+00:00,175386,6500
11009,COMPLETE,W_Nabellen incomplete dossiers,2012-01-27 14:30:24.210000+00:00,2011-12-29 21:54:00.090000+00:00,196578,15000
11122,COMPLETE,O_SELECTED,2011-10-29 10:23:26.144000+00:00,2011-10-29 10:19:23.954000+00:00,180613,5000
10909,COMPLETE,A_PREACCEPTED,2012-01-19 10:39:09.149000+00:00,2012-01-18 21:20:33.733000+00:00,202149,4900
10861,START,W_Completeren aanvraag,2011-12-30 14:40:07.513000+00:00,2011-12-29 19:19:38.093000+00:00,196515,20000
,SCHEDULE,W_Completeren aanvraag,2011-10-04 09:09:31.727000+00:00,2011-10-03 23:31:43.141000+00:00,174291,15000
11122,COMPLETE,W_Nabellen offertes,2012-01-17 20:20:21.116000+00:00,2012-01-06 14:06:56.420000+00:00,198618,22000
11201,COMPLETE,O_CREATED,2012-02-24 19:21:34.326000+00:00,2012-02-23 19:54:28.151000+00:00,212286,10000
11179,COMPLETE,O_SENT,2012-01-06 11:10:47.480000+00:00,2012-01-05 23:12:12.884000+00:00,198478,5000
11003,START,W_Completeren aanvraag,2012-02-22 20:11:35.923000+00:00,2012-02-19 22:22:25.349000+00:00,210923,30000
11002,START,W_Nabellen offertes,2012-01-26 15:55:20.709000+00:00,2011-12-22 09:25:12.813000+00:00,195082,10000
112,SCHEDULE,W_Completeren aanvraag,2011-11-02 09:27:03.578000+00:00,2011-11-02 09:26:09.991000+00:00,181523,20000
10912,COMPLETE,W_Nabellen offertes,2012-03-03 15:03:38.601000+00:00,2012-02-24 21:47:59.217000+00:00,212635,12500
,START,W_Completeren aanvraag,2011-11-17 11:09:09.359000+00:00,2011-11-16 21:48:04.726000+00:00,186062,25000
11009,START,W_Nabellen incomplete dossiers,2012-02-27 13:16:26.380000+00:00,2012-02-14 22:35:40.412000+00:00,209502,65000
11259,COMPLETE,W_Nabellen offertes,2012-01-03 09:54:24.580000+00:00,2011-12-26 23:06:59.290000+00:00,195678,15000
112,COMPLETE,A_CANCELLED,2012-01-24 09:15:14.850000+00:00,2011-10-24 23:19:38.689000+00:00,179591,20000
10609,COMPLETE,A_APPROVED,2011-11-04 16:04:52.612000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11180,COMPLETE,O_CREATED,2011-10-17 19:59:20.322000+00:00,2011-10-17 14:49:05.769000+00:00,177522,15000
11181,COMPLETE,A_FINALIZED,2011-10-31 20:25:13.620000+00:00,2011-10-31 20:08:23.619000+00:00,181154,2500
10809,START,W_Valideren aanvraag,2011-11-22 12:52:05.107000+00:00,2011-11-04 17:41:22.455000+00:00,182296,7000
10609,COMPLETE,W_Nabellen incomplete dossiers,2011-12-28 19:19:04.802000+00:00,2011-11-15 13:42:45.592000+00:00,185548,20000
10809,COMPLETE,W_Valideren aanvraag,2011-12-12 10:54:50.908000+00:00,2011-11-09 11:16:44.292000+00:00,183387,5000
10932,START,W_Nabellen incomplete dossiers,2011-12-23 09:51:32.306000+00:00,2011-12-09 21:39:54.229000+00:00,192491,20000
11121,COMPLETE,W_Nabellen offertes,2012-01-26 10:05:37.491000+00:00,2011-12-19 18:45:56.087000+00:00,194532,10000
11181,COMPLETE,O_CREATED,2011-11-09 20:36:07.132000+00:00,2011-11-09 11:54:58.210000+00:00,183405,20000
10931,START,W_Nabellen offertes,2012-02-04 15:28:51.672000+00:00,2012-02-04 14:19:29.656000+00:00,206456,50000
112,COMPLETE,A_SUBMITTED,2012-02-25 14:37:22.962000+00:00,2012-02-25 14:37:22.962000+00:00,212764,20000
10932,COMPLETE,A_FINALIZED,2012-02-10 12:31:49.979000+00:00,2012-02-10 12:25:34.068000+00:00,208070,30000
11179,START,W_Completeren aanvraag,2012-01-25 10:53:44.400000+00:00,2012-01-16 23:48:32.516000+00:00,201562,10000
10889,COMPLETE,O_SELECTED,2011-11-05 12:44:40.664000+00:00,2011-10-30 10:13:00.034000+00:00,180760,12000
10929,COMPLETE,A_FINALIZED,2011-12-01 19:36:13.767000+00:00,2011-12-01 19:16:26.142000+00:00,190567,5000
,START,W_Nabellen offertes,2011-11-22 09:28:28.653000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
10880,COMPLETE,O_SELECTED,2011-12-06 11:26:12.234000+00:00,2011-11-19 18:47:31.985000+00:00,187427,40000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-14 15:30:07.349000+00:00,2012-01-14 15:30:07.159000+00:00,200883,18863
10912,COMPLETE,A_CANCELLED,2011-10-14 18:54:22.623000+00:00,2011-10-07 17:16:05.251000+00:00,175413,10000
11049,START,W_Nabellen incomplete dossiers,2012-03-01 09:50:48.204000+00:00,2012-02-19 14:07:34.791000+00:00,210815,37500
10972,SCHEDULE,W_Nabellen incomplete dossiers,2012-02-27 09:51:33.595000+00:00,2012-02-10 17:46:38.839000+00:00,208229,8000
11179,START,W_Afhandelen leads,2012-01-04 09:14:12.957000+00:00,2012-01-03 20:57:04.290000+00:00,197710,12500
11000,COMPLETE,W_Completeren aanvraag,2012-01-20 09:59:45.051000+00:00,2012-01-12 03:44:19.961000+00:00,200109,5500
10881,START,W_Nabellen offertes,2012-02-07 10:10:00.920000+00:00,2012-02-06 11:59:34.547000+00:00,206736,10000
11203,START,W_Nabellen offertes,2011-10-21 18:09:42.715000+00:00,2011-10-10 18:16:58.071000+00:00,176012,10000
10935,START,W_Afhandelen leads,2012-01-06 09:34:58.376000+00:00,2012-01-05 17:53:23.376000+00:00,198376,9000
112,COMPLETE,A_SUBMITTED,2011-10-30 09:34:56.160000+00:00,2011-10-30 09:34:56.160000+00:00,180757,12000
11189,START,W_Nabellen incomplete dossiers,2011-11-22 14:30:23.161000+00:00,2011-10-30 16:35:48.533000+00:00,180808,13000
10138,COMPLETE,W_Nabellen offertes,2011-11-14 13:43:41.627000+00:00,2011-11-01 12:13:40.574000+00:00,181276,8000
112,COMPLETE,A_SUBMITTED,2011-10-14 21:27:47.307000+00:00,2011-10-14 21:27:47.307000+00:00,177083,18000
,START,W_Nabellen offertes,2012-01-27 20:29:48.398000+00:00,2012-01-27 20:05:27.673000+00:00,204523,6000
11189,START,W_Nabellen offertes,2011-10-27 12:26:12.676000+00:00,2011-10-09 14:24:01.935000+00:00,175720,3000
,COMPLETE,W_Nabellen offertes,2011-12-16 16:51:39.904000+00:00,2011-11-22 06:09:18.684000+00:00,187999,37000
11189,COMPLETE,A_DECLINED,2011-11-10 13:59:22.815000+00:00,2011-11-10 00:28:13.545000+00:00,183652,5000
10909,START,W_Nabellen offertes,2011-12-27 19:12:49.630000+00:00,2011-12-27 18:42:50.283000+00:00,195896,8500
112,COMPLETE,A_SUBMITTED,2012-01-13 15:46:24.235000+00:00,2012-01-13 15:46:24.234000+00:00,200620,6000
11201,START,W_Completeren aanvraag,2011-11-04 20:44:13.694000+00:00,2011-11-04 13:08:28.941000+00:00,182194,34500
,START,W_Afhandelen leads,2012-02-04 14:29:17.049000+00:00,2012-02-04 12:50:29.887000+00:00,206432,16000
11002,COMPLETE,W_Nabellen incomplete dossiers,2012-02-06 19:59:35.239000+00:00,2012-01-03 13:54:41.306000+00:00,197530,7000
112,COMPLETE,A_CANCELLED,2012-02-06 09:15:19.585000+00:00,2011-12-05 11:17:53.213000+00:00,191290,50000
11189,COMPLETE,W_Nabellen offertes,2012-01-18 16:49:12.588000+00:00,2012-01-12 16:42:10.053000+00:00,200302,32000
11119,COMPLETE,A_ACCEPTED,2011-10-17 19:22:39.246000+00:00,2011-10-14 21:27:47.307000+00:00,177083,18000
112,COMPLETE,A_SUBMITTED,2012-02-16 09:58:07.639000+00:00,2012-02-16 09:58:07.639000+00:00,210026,20000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-13 21:11:25.428000+00:00,2012-01-13 21:11:24.920000+00:00,200725,25000
10913,COMPLETE,W_Nabellen offertes,2011-12-24 16:44:56.657000+00:00,2011-12-19 10:59:59.975000+00:00,194418,8000
112,COMPLETE,A_SUBMITTED,2011-10-19 12:57:45.390000+00:00,2011-10-19 12:57:45.390000+00:00,178188,6000
112,COMPLETE,A_SUBMITTED,2012-02-18 14:40:59.946000+00:00,2012-02-18 14:40:59.946000+00:00,210629,5000
11000,START,W_Afhandelen leads,2011-10-08 10:46:43.610000+00:00,2011-10-07 21:21:21.142000+00:00,175488,10000
,COMPLETE,W_Nabellen incomplete dossiers,2011-11-17 10:25:19.100000+00:00,2011-10-11 15:39:45.601000+00:00,176218,20000
10939,SCHEDULE,W_Nabellen offertes,2011-10-19 19:39:16.637000+00:00,2011-10-19 16:14:07.705000+00:00,178290,10000
10861,START,W_Completeren aanvraag,2011-12-30 13:17:06.380000+00:00,2011-12-30 10:47:38.784000+00:00,196666,28000
10939,COMPLETE,W_Completeren aanvraag,2011-12-20 13:41:10.324000+00:00,2011-12-15 20:59:04.394000+00:00,193876,30000
11169,COMPLETE,W_Nabellen incomplete dossiers,2011-11-15 09:51:09.488000+00:00,2011-10-24 16:56:12.595000+00:00,179489,50000
11180,START,W_Nabellen offertes,2011-12-01 19:52:46.341000+00:00,2011-11-04 19:46:24.793000+00:00,182335,20000
10909,COMPLETE,W_Completeren aanvraag,2012-02-27 10:32:42.370000+00:00,2012-02-27 10:29:18.274000+00:00,213162,20000
112,COMPLETE,A_SUBMITTED,2011-10-01 16:09:22.741000+00:00,2011-10-01 16:09:22.741000+00:00,173763,4000
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-10 14:40:43.935000+00:00,2011-10-10 14:40:43.299000+00:00,175955,12500
10609,START,W_Nabellen incomplete dossiers,2012-02-13 10:28:55.742000+00:00,2012-02-01 12:10:55.813000+00:00,205562,7500
10910,COMPLETE,W_Completeren aanvraag,2011-12-23 14:45:54.813000+00:00,2011-12-23 12:35:23.093000+00:00,195335,30000
10881,COMPLETE,O_SENT,2012-02-07 10:08:46.823000+00:00,2012-02-06 11:59:34.547000+00:00,206736,10000
112,COMPLETE,A_DECLINED,2012-02-01 10:39:28.175000+00:00,2012-02-01 10:38:48.329000+00:00,205547,5000
11181,START,W_Nabellen offertes,2011-11-01 15:27:50.154000+00:00,2011-10-24 19:30:51.459000+00:00,179522,6500
10809,COMPLETE,W_Valideren aanvraag,2012-03-07 11:12:01.734000+00:00,2012-02-05 16:42:18.178000+00:00,206615,22000
11009,COMPLETE,W_Afhandelen leads,2012-02-27 11:51:20.375000+00:00,2012-02-26 19:33:56.897000+00:00,213013,15000
11002,COMPLETE,W_Completeren aanvraag,2012-01-03 06:15:05.852000+00:00,2012-01-01 13:58:17.465000+00:00,196960,25000
10138,START,W_Valideren aanvraag,2012-01-13 09:34:43.927000+00:00,2012-01-01 14:23:06.194000+00:00,196963,5000
11179,COMPLETE,W_Completeren aanvraag,2012-02-10 09:33:25.800000+00:00,2012-02-09 12:08:14.699000+00:00,207786,10000
11121,COMPLETE,A_FINALIZED,2012-01-25 15:15:54.777000+00:00,2012-01-20 06:59:35.972000+00:00,202479,24000
112,SCHEDULE,W_Afhandelen leads,2012-01-03 16:45:50.229000+00:00,2012-01-03 16:45:06.016000+00:00,197620,25000
112,SCHEDULE,W_Completeren aanvraag,2012-02-15 14:34:21.562000+00:00,2012-02-15 14:33:41.437000+00:00,209712,25000
112,COMPLETE,A_PREACCEPTED,2012-02-06 14:04:51.866000+00:00,2012-02-06 14:04:09.700000+00:00,206790,16000
10912,COMPLETE,W_Nabellen offertes,2011-10-15 16:25:02.019000+00:00,2011-10-08 14:50:02.114000+00:00,175585,22000
10939,COMPLETE,W_Afhandelen leads,2012-01-14 11:25:27.303000+00:00,2012-01-13 23:41:54.522000+00:00,200767,10000
10909,COMPLETE,A_PREACCEPTED,2011-12-15 20:27:43.213000+00:00,2011-12-15 20:26:21.075000+00:00,193861,36000
11122,COMPLETE,W_Completeren aanvraag,2011-10-04 19:35:53.808000+00:00,2011-10-04 19:15:11.455000+00:00,174490,18500
11203,START,W_Nabellen offertes,2012-01-23 20:31:20.050000+00:00,2011-12-04 14:01:43.075000+00:00,191106,5000
11180,COMPLETE,A_ACCEPTED,2011-12-29 18:07:17.461000+00:00,2011-12-28 22:56:48.468000+00:00,196273,4500
10909,COMPLETE,W_Nabellen offertes,2012-01-26 15:07:07.771000+00:00,2012-01-14 15:19:15.296000+00:00,200877,14000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-31 12:13:26.461000+00:00,2012-01-31 12:13:26.047000+00:00,205265,4500
11009,SCHEDULE,W_Nabellen offertes,2011-12-12 12:38:38.667000+00:00,2011-12-12 12:29:34.631000+00:00,192903,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-21 11:19:01.233000+00:00,2011-12-21 11:19:00.863000+00:00,194901,10000
11203,COMPLETE,A_FINALIZED,2012-01-28 16:22:05.659000+00:00,2012-01-28 15:06:17.749000+00:00,204628,45000
112,COMPLETE,A_SUBMITTED,2011-11-26 09:42:15.598000+00:00,2011-11-26 09:42:15.598000+00:00,189133,30000
112,SCHEDULE,W_Completeren aanvraag,2012-02-06 11:45:22.173000+00:00,2012-02-06 11:44:45.098000+00:00,206733,10000
10929,COMPLETE,A_PREACCEPTED,2011-12-12 09:46:12.126000+00:00,2011-12-11 10:44:18.442000+00:00,192689,6000
11180,COMPLETE,W_Nabellen offertes,2012-01-23 13:58:46.705000+00:00,2011-12-08 15:24:14.413000+00:00,192268,10000
10629,SCHEDULE,W_Nabellen offertes,2012-01-24 09:12:35.426000+00:00,2012-01-24 09:01:45.974000+00:00,203471,19500
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-02 12:03:26.950000+00:00,2011-12-02 12:03:25.999000+00:00,190713,5000
10972,COMPLETE,W_Nabellen incomplete dossiers,2011-10-20 13:52:22.540000+00:00,2011-10-01 12:36:08.943000+00:00,173730,15000
,COMPLETE,W_Nabellen incomplete dossiers,2011-11-10 15:34:21.117000+00:00,2011-10-28 14:54:53.836000+00:00,180538,10285
112,SCHEDULE,W_Completeren aanvraag,2011-12-05 20:42:58.301000+00:00,2011-12-05 20:42:06.149000+00:00,191524,15000
11003,START,W_Nabellen incomplete dossiers,2012-02-22 17:20:58.763000+00:00,2012-02-14 21:22:29.671000+00:00,209461,9000
10899,SCHEDULE,W_Valideren aanvraag,2011-12-14 10:34:42.150000+00:00,2011-12-09 10:55:46.864000+00:00,192383,50000
11180,COMPLETE,W_Completeren aanvraag,2012-02-14 20:08:26.770000+00:00,2012-02-07 16:02:47.804000+00:00,207179,17500
11319,COMPLETE,O_CREATED,2012-03-05 14:50:33.455000+00:00,2012-02-02 18:49:01.023000+00:00,205990,6000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-15 15:08:30.477000+00:00,2012-02-15 15:08:29.888000+00:00,209730,1500
11180,COMPLETE,W_Completeren aanvraag,2011-10-24 18:38:06.455000+00:00,2011-10-10 15:36:15.608000+00:00,175970,5400
10912,START,W_Completeren aanvraag,2011-12-24 15:06:55.978000+00:00,2011-12-24 15:06:06.363000+00:00,195497,6500
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-16 16:18:12.486000+00:00,2011-11-16 16:18:12.157000+00:00,185873,36000
,START,W_Completeren aanvraag,2011-10-03 12:25:15.170000+00:00,2011-10-02 11:47:41.502000+00:00,173859,5000
10909,COMPLETE,W_Nabellen offertes,2011-12-22 20:24:36.101000+00:00,2011-12-15 21:54:04.368000+00:00,193903,6000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-25 13:25:13.205000+00:00,2012-01-25 13:25:12.969000+00:00,203901,17000
11180,COMPLETE,O_CREATED,2011-12-15 12:20:46.931000+00:00,2011-11-27 14:18:22.452000+00:00,189328,15000
10861,START,W_Completeren aanvraag,2012-02-22 18:00:29.307000+00:00,2012-02-22 12:58:30.297000+00:00,211757,9237
11003,START,W_Nabellen offertes,2011-12-12 09:40:02.475000+00:00,2011-12-03 16:31:28.660000+00:00,190983,6500
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-09 18:50:03.920000+00:00,2011-10-09 18:50:03.583000+00:00,175780,14000
11203,START,W_Completeren aanvraag,2011-11-05 14:46:53.347000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
11203,START,W_Completeren aanvraag,2012-02-21 11:56:56.730000+00:00,2012-02-20 14:54:23.597000+00:00,211131,8000
10931,COMPLETE,W_Completeren aanvraag,2012-02-17 12:45:17.990000+00:00,2012-02-14 15:14:53.836000+00:00,209341,25000
11189,COMPLETE,A_DECLINED,2011-12-14 14:32:12.658000+00:00,2011-12-14 13:58:11.379000+00:00,193488,50000
10909,COMPLETE,O_SELECTED,2011-10-04 19:29:43.073000+00:00,2011-10-04 19:21:32.230000+00:00,174493,29000
10929,START,W_Nabellen offertes,2011-12-24 15:33:17.350000+00:00,2011-12-18 21:20:31.747000+00:00,194353,12500
11180,COMPLETE,W_Nabellen offertes,2012-02-09 10:48:11.885000+00:00,2012-02-01 13:51:48.654000+00:00,205601,44000
11119,COMPLETE,W_Nabellen offertes,2011-11-01 20:51:45.216000+00:00,2011-11-01 13:12:54.838000+00:00,181282,35000
11169,COMPLETE,O_SENT,2012-01-03 16:10:03.434000+00:00,2012-01-03 16:00:41.905000+00:00,197602,20000
11169,COMPLETE,O_CREATED,2012-02-29 12:49:49.706000+00:00,2012-02-29 09:20:11.845000+00:00,213995,7500
10982,COMPLETE,W_Completeren aanvraag,2012-01-26 17:48:28.759000+00:00,2012-01-26 14:12:00.194000+00:00,204218,5000
,COMPLETE,W_Nabellen offertes,2011-12-06 13:54:46.597000+00:00,2011-11-17 18:53:45.418000+00:00,186574,20000
10935,COMPLETE,W_Nabellen incomplete dossiers,2012-02-20 11:16:16.849000+00:00,2012-01-13 21:11:24.920000+00:00,200725,25000
112,COMPLETE,A_SUBMITTED,2011-11-28 16:04:53.665000+00:00,2011-11-28 16:04:53.665000+00:00,189580,6000
,COMPLETE,W_Nabellen offertes,2011-11-17 15:07:59.893000+00:00,2011-10-03 12:55:00.597000+00:00,174060,6000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-16 11:13:50.061000+00:00,2011-12-16 11:13:49.882000+00:00,193989,7500
11009,COMPLETE,W_Nabellen offertes,2011-12-12 11:35:12.029000+00:00,2011-12-08 12:36:14.736000+00:00,192193,6000
112,COMPLETE,A_SUBMITTED,2011-12-30 11:00:04.103000+00:00,2011-12-30 11:00:04.102000+00:00,196672,9500
112,SCHEDULE,W_Completeren aanvraag,2011-10-11 19:42:41.296000+00:00,2011-10-11 19:42:03.637000+00:00,176278,5000
10982,START,W_Completeren aanvraag,2012-02-14 14:55:42.085000+00:00,2012-02-10 20:32:06.568000+00:00,208280,18400
10881,COMPLETE,W_Nabellen offertes,2011-10-25 14:55:49.902000+00:00,2011-10-16 21:46:25.140000+00:00,177365,2500
112,SCHEDULE,W_Afhandelen leads,2011-10-22 21:16:08.457000+00:00,2011-10-22 21:15:54.260000+00:00,179149,5000
11009,START,W_Completeren aanvraag,2012-01-23 09:45:25.878000+00:00,2012-01-22 14:00:55.132000+00:00,202989,11000
10861,START,W_Completeren aanvraag,2011-12-01 17:44:05.501000+00:00,2011-12-01 15:10:06.447000+00:00,190501,8000
112,SCHEDULE,W_Completeren aanvraag,2012-02-09 13:33:39.886000+00:00,2012-02-09 13:33:01.099000+00:00,207810,8000
10880,COMPLETE,O_SENT,2011-10-31 18:30:06.462000+00:00,2011-10-31 18:04:28.499000+00:00,181091,15000
11119,COMPLETE,O_CREATED,2011-12-19 20:06:55.371000+00:00,2011-12-17 21:15:07.658000+00:00,194281,27500
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-19 18:45:56.553000+00:00,2011-12-19 18:45:56.087000+00:00,194532,10000
10629,COMPLETE,A_PREACCEPTED,2011-10-17 16:49:26.856000+00:00,2011-10-17 15:36:10.145000+00:00,177543,10000
11300,COMPLETE,W_Completeren aanvraag,2012-02-17 11:05:04.851000+00:00,2012-02-16 16:30:43.779000+00:00,210203,9000
11181,COMPLETE,A_ACCEPTED,2011-11-02 20:30:11.648000+00:00,2011-10-28 11:15:56.206000+00:00,180481,5000
11309,START,W_Nabellen offertes,2012-02-16 14:24:23.512000+00:00,2012-02-09 16:03:30.640000+00:00,207870,15000
11000,START,W_Nabellen incomplete dossiers,2012-02-10 12:54:11.306000+00:00,2012-02-01 15:25:25.312000+00:00,205640,10000
10228,START,W_Completeren aanvraag,2012-02-04 14:30:34.982000+00:00,2012-01-30 10:59:27.732000+00:00,204933,6500
10863,START,W_Nabellen incomplete dossiers,2012-03-14 14:12:10.857000+00:00,2012-02-14 21:16:36.216000+00:00,209455,40000
11179,COMPLETE,W_Completeren aanvraag,2011-12-01 16:39:10.700000+00:00,2011-11-30 21:30:40.581000+00:00,190288,17000
11179,START,W_Completeren aanvraag,2011-12-08 18:55:28.584000+00:00,2011-12-08 18:46:41.050000+00:00,192310,20000
112,COMPLETE,A_CANCELLED,2011-12-15 09:15:26.737000+00:00,2011-11-13 16:22:42.914000+00:00,185003,7500
11259,SCHEDULE,W_Valideren aanvraag,2012-02-14 14:36:31.377000+00:00,2012-02-08 11:57:53.126000+00:00,207407,5000
11202,COMPLETE,O_SELECTED,2012-02-04 11:00:00.399000+00:00,2012-02-02 22:24:18.594000+00:00,206108,12000
,START,W_Completeren aanvraag,2011-10-28 16:34:45.634000+00:00,2011-10-28 14:39:13.630000+00:00,180532,10000
10899,SCHEDULE,W_Valideren aanvraag,2012-01-12 16:16:20.729000+00:00,2011-12-29 14:27:23.173000+00:00,196413,5100
